FYL.V	Finlay Minerals Ltd.
FZ.V	Full Metal Zinc Ltd
GA.V	Golconda Res Ltd
GAE.V	Greenangel Energy Corp
GAL.V	Galantas Gold Corp.
GAP.V	Pharmagap Inc.
GAV.V	Galvanic Applied Sciences Inc
GAX.V	Galahad Metals Inc
GAZ.UN.V	Fronsac Capital Reit Units
GB.V	Ginger Beef Corp.
GBB.V	Gold Bullion Development Corp.
GBI.H.V	Global Railway Industries Ltd
GBK.V	Goldbrook Ventures Inc
GBN.V	Golden Band Resources Inc.
GBR.V	Great Bear Resources Ltd
GCC.H.V	Golden Cariboo Resources Ltd
GCN.V	Goldcliff Resources Corporation
GCU.V	Gold Canyon Resources Inc.
GCX.V	Granite Creek Gold Ltd
GDE.A.V	Gc-Global Capital Corp. Cl.A Sv
GDR.V	Golden Dory Resources Corp.
GDV.H.V	Gdv Resources Inc.
GDW.V	Gold World Resources Inc.
GDX.V	Goldex Resources Corp
GE.V	Granville Pacific Capital Corp.
GEG.V	Ginguro Exploration Inc.
GEL.V	Glass Earth Gold Limited
GEM.V	Pele Mountain Resources Inc.
GER.V	Glen Eagle Resources Inc.
GES.V	Gemoscan Canada Inc
GET.V	Georgetown Capital Corp
GEX.V	Guerrero Exploration Inc
GFA.V	Golden Fame Resources Corp
GFK.V	Gfk Resources Inc.
GFM.H.V	Gfm Resources Ltd.
GFN.V	Gold Finder Explorations Ltd
GFP.V	Gale Force Petroleum Inc.
GG.V	Galane Gold Ltd
GG.WT.V	Galane Gold Ltd Wts
GGI.V	Garibaldi Resources Corp.
GGL.V	Ggl Resources Corp.
GGX.V	Global Green Matrix Corp.
GGY.V	Goldeye Explorations Ltd.
GHR.V	Golden Harp Resources Inc
GI.V	Gem International Resources Inc
GIC.V	Genterra Capital Inc
GIR.V	Gimus Resources Inc
GIT.V	Gitennes Exploration Inc
GJB.V	Gold Jubilee Capital Corp
GKL.V	Global Key Investment Limited
GKR.V	Greenock Resources Inc
GKX.V	Gemini Corporation
GLB.V	Goldbank Minin
GLC.V	Gallic Energy Ltd.
GLL.V	Golden Alliance Resources Corp
GMA.V	Geomega Resources Inc
GME.V	Geomark Exploration Ltd.
GMN.V	Gobimin Inc
GMR.V	Gastem Inc.
GMT.V	Mercator Transport Group Corporation
GMV.V	Gmv Minerals Inc.
GMZ.V	Global Met Coal Corp
GN.V	Gonzaga Resources Ltd
GNF.V	Greenfields Petroleum Corporation
GNG.V	Golden Goliath Resources Ltd.
GNH.V	Golden Hope Mines Ltd
GNM.V	Geonovus Minerals Corp
GNO.V	Genoil Inc
GNT.V	Gentor Resources Inc
GOC.P.V	Go Capital I Inc
GOD.V	Goldrush Resources Ltd.
GOG.V	Golden Tag Resources Ltd
GOI.H.V	Galleria Opportunities Inc.
GOM.V	Golden Dawn Minerals Inc.
GON.V	Gondwana Gold Inc
GOR.V	Goldrea Resources Corp.
GOT.V	Golden Touch Resources Corp
GOV.V	Geovencap Inc
GPG.V	Grande Portage Resources Ltd.
GPH.V	Graphite One Resources Inc
GPI.V	Great Pacific International Inc.
GPL.V	Galileo Petroleum Ltd
GPM.V	Guyana Precious Metals Inc
GPO.V	Gold Port Resources Ltd
GPS.V	Bsm Technologies Inc
GPW.V	Grand Power Logistics Group Inc
GQ.V	Great Quest Metals Ltd.
GQC.V	Goldquest Mining Corp.
GR.V	Greenlight Resources Inc
GRB.V	Greenbriar Capital Corp
GRE.V	China Green Star Agricultural Corp
GRG.V	Golden Arrow Res Corp
GRI.V	Galore Resources Inc.
GRN.V	Greenscape Capital Group Inc.
GRR.V	Golden Reign Resources Ltd.
GRV.V	Gold Reach Resources Ltd
GRX.H.V	Greenshield Explorations Limited
GRZ.V	Gold Reserve Inc
GSA.V	Groundstar Resources Ltd
GSE.V	Goldspike Exploration Inc
GSH.V	Golden Share Mining Corporation
GSR.V	Goldstrike Resources Ltd
GSS.V	Gossan Resources Limited
GSW.V	Green Swan Captial Corp
GTA.V	Gta Resources And Mining Inc.
GTC.V	Getty Copper Inc.
GTO.V	Galena International Resources Ltd
GTP.V	Colt Resources Inc
GTR.V	Gto Resources Inc
GTZ.V	Gatorz Inc
GUF.V	Gulf & Pacific Equities Corp.
GUL.V	Gulf Shores Resources Ltd
GUM.V	Gold Mountain Mining Corp
GUN.V	Gunpoint Exploration Ltd
GV.V	Gold Standard Ventures Corp.
GVG.V	Grenville Gold Corporation
GVW.H.V	Genview Capital Corp.
GVY.V	Green Valley Mine Incorporated
GWA.V	Gowest Gold Ltd
GWG.V	Great Western Minerals Group Ltd.
GWQ.V	Gwr Res Inc.
GWW.H.V	Genesis Worldwide Inc
GWY.V	Galway Resources Ltd.
GX.V	Guardian Exploration Inc.
GXG.V	G4G Resources Ltd
GXM.V	Geodex Minerals Ltd.
GXR.V	Georoxresources Inc.
GXS.V	Goldsource Mines Inc.
GXX.P.V	Gps Investment Corp
GXY.V	Galaxy Capital Corp
GYG.V	Guyana Frontier Mining Corp
GZD.V	Grizzly Discoveries Inc
GZW.V	Sinogas West Inc
GZZ.V	Golden Valley Mines Ltd.
H.V	Harmony Gold Corp
HA.V	Hodgins Auctioneers Inc.
HAN.H.V	Hansa.Net Global Commerce Inc.
HAO.V	Habanero Resources Inc.
HBE.V	Hornby Bay Mineral Exploration Ltd
HBK.V	Highbank Resources Ltd.
HBY.V	Hunter Bay Minerals Plc
HDA.V	Huldra Silver Inc.
HDG.V	High Desert Gold Corporation
HEI.V	Huntington Exploration Inc
HEL.V	Hellix Ventures Inc.
HEO.V	H2O Innovation Inc.
HET.H.V	Htn Inc
HFI.V	Hermes Financial Inc.
HGO.V	Hawkeye Gold & Diamond Inc.
HI.V	Highland Resources Inc
HIP.V	Highpointe Exploration Inc
HIS.V	Hart Stores Inc
HJI.V	Helijet International Inc.
HK.V	Huakan International Mining Inc.
HLM.V	Houston Lake Mining Inc
HLO.V	Halo Resources Ltd.
HMB.V	Humboldt Capital Corp.
HME.V	Hemisphere Energy Corporation
HMG.V	Hana Mining Ltd.
HMI.V	Hinterland Metals Inc.
HML.V	New Hana Copper Mining Ltd
HMX.V	Hunt Mining Corp.
HOP.V	Telehop Communications Inc.
HPC.V	Healthpricer Interactive Ltd.
HPI.V	Highbury Projects Inc.
HPY.V	Happy Creek Minerals Ltd.
HRC.V	Helio Res Corp.
HRE.V	Stans Energy Corp
HRH.V	Hillcrest Resources Ltd
HRL.V	Hansa Resources Limited
HRM.V	Hudson River Minerals Ltd
HRN.V	Horn Petroleum Corporation
HRN.WT.V	Horn Petroleum Corp Wts
HRP.V	Hrt Participacoes Em Petroleo Sa
HSR.V	Homestake Resource Corp
HTC.V	Htc Purenergy Inc.
HTL.V	Hamilton Thorne Ltd
HTR.V	Heatherdale Resources Ltd.
HTX.H.V	Hti Ventures Corp.
HUA.V	Huaxing Machinery Corp
HUD.V	Hudson Resources Inc.
HVG.V	Harvest Gold Corp.
HVV.V	Highvista Gold Inc
HWK.A.V	Hawk Exploration Ltd
HWK.B.V	Hawk Exploration Ltd. Cl. B
HWY.V	Highway 50 Gold Corp
HXC.P.V	Hfx Holding Corp
HYX.V	Hyperion Exploration Corp
IB.V	Ibc Advanced Alloys Corp.
IBC.V	International Bethlehem Mining Corp.
IBH.V	International Barrier Technology Inc.
IBT.V	Ibex Technologies Inc.
IC.V	Innovative Composites Intl Inc.
ICG.V	Integra Gold Corp.
ICL.V	Intellectual Capital Group Ltd
ICM.V	Iconic Minerals Ltd
ICN.V	Icn Resources Ltd.
ICO.V	Ico Therapeutics Inc
ICT.V	Isee3D Inc
IDH.H.V	Idg Holdings Inc.
IDI.V	Indico Resources Ltd.
IDN.H.V	Idaho Natural Resources Corp
IDW.V	Id Watchdog Inc.
IEC.V	International Enexco Limited
IEI.V	Imperial Equities Inc.
IFM.V	Infrastructure Materials Corp
IFN.V	Infinity Minerals Corp
IFR.V	International Frontier Resources Corpora
IFX.A.V	Imaflex Inc. Cl A
IG.V	Infinito Gold Ltd.
IGC.V	Igc Resources Inc.
IGD.V	Intigold Mines Ltd
IGE.V	Innovente Inc
IGO.V	Independence Gold Corp
IGP.V	Imperial Ginseng Products Ltd
IGX.V	Intelgenx Technologies Corp.
ILA.V	Ilookabout Corp
ILC.V	International Lithium Corp
ILC.WT.V	International Lithium Corp Wts
ILE.V	Iledor Exploration Corporation
IMA.V	I-Minerals Inc.
IMI.V	International Millennium Mining Corp.
IMM.V	Immunotec Inc.
IMS.H.V	Investissements Tspl Inc
IMT.V	International Montoro Res. Inc.
IMV.V	Immunovaccine Ince
INA.V	Iona Energy Inc
INL.V	Inlet Resources Ltd
INM.V	International Northair Mines Ltd.
INR.V	Innovative Properties Inc.
INT.V	Intertainment Media Inc.
INX.V	In-Touch Survey Systems Ltd
IO.V	Inca One Metals Corp
IOG.V	Ironhorse Oil & Gas Inc.
IOT.V	Innovotech Inc
IPT.V	Impact Silver Corp.
IQ.V	Airiq Inc.
IRI.V	Iemr Resources Inc
IRN.V	Iron Creek Capital Corp.
IRO.V	Inter-Rock Minerals Inc
IRR.V	Inform Resources Corp
IS.V	Iron South Mining Corp
ISC.V	Iroc Energy Services Corp.
ISD.V	Isign Media Solutions Inc
ISS.V	International Samuel Exploration Corp.
IVI.V	Ivrnet Inc
IVO.V	Invenio Resources Corp.
IVX.V	Inventronics Limited
IWG.V	International Water-Guard Industries Inc
IX.V	Inform Exploration Corp
IXC.U.V	Industrialex Manufacturing Corp.
IXI.V	Indigo Exploration Inc.
IZN.V	Iberian Minerals Corp
JAI.P.V	Jdv Capital Corp
JAU.V	Jet Gold Corp
JAX.V	Jaxon Minerals Inc
JBR.V	James Bay Resouces Ltd
JHC.P.V	Jinhua Capital Corporation
JIM.V	Jiminex Inc.
JLR.V	Jiulian Resources Inc.
JMC.V	Josephine Mining Corp
JML.V	J.A.G. Ltee [Les Mines]
JNN.V	Jnr Resources Inc.
JNX.V	Junex Inc.
JOC.V	Jadela Oil Corp
JOR.V	Jourdan Resources Inc
JRC.V	Jerico Explorations Inc.
JRL.P.V	Javelina Resources Ltd
JSP.V	Jasper Mining Corporation
JTI.V	Jite Technologies Inc
JUB.V	Jubilee Gold Inc.
JVA.V	Asantae Holdings International Inc
JX.V	TSX Venture Composite Index
JZR.V	Jazz Resources Inc.
JZZ.P.V	Cleghorn Minerals Ltd.
KAI.V	Kenai Resources Ltd
KAM.V	Kaminak Gold Corporation
KAR.V	Karmin Exploration Inc
KAS.V	Khalkos Exploration Inc
KBG.V	King S Bay Gold Corp.
KBT.V	Kombat Copper Inc
KC.A.V	Knightscove Media Corp. Cl A
KC.B.V	Knightscove Media Corp. Cl B
KCC.V	Kincora Copper Limited
KEC.V	Kallisto Energy Corp
KEN.V	Kenieba Goldfields Ltd.
KEX.V	Kent Exploration Inc.
KFG.V	Kfg Resources Ltd.
KG.V	Klondike Gold Corp
KGC.V	Kestrel Gold Inc
KGL.V	Kilo Goldmines Ltd.
KHA.V	Knighthawk Inc.
KHT.V	Yankee Hat Minerals Ltd.
KIC.H.V	Kcc Capital Corporation
KIV.V	Kivalliq Energy Corporation
KLE.V	Kingsland Energy Corp
KLG.V	Kalimantan Gold Corp Ltd
KLH.V	Stellar Biotechnologies Inc
KLM.V	Kermode Resources Ltd.
KLS.V	Kelso Technologies Inc.
KM.V	Kola Mining Corp.
KMI.V	Killdeer Minerals Inc
KNE.V	Kane Biotech Inc
KNO.H.V	Cellstop Systems Inc
KNX.V	Knick Exploration Inc.
KPS.V	Capella Resources Ltd
KRK.P.V	Kirkcaldy Capital Corp
KRR.V	Kettle River Resources Ltd
KS.V	Klondike Silver Corp
KSK.V	Kiska Metals Corporation
KSK.WT.V	Kiska Metals Corporation Warrants
KSM.V	Kingsman Resources Inc.
KTN.V	Kootenay Gold Inc.
KUB.V	Cub Energy Inc
KVC.P.V	Key Venture Capital Inc
KWA.V	Kingsway Arms Retirement Residences Inc.
KWG.V	Kwg Resources Inc.
KXM.V	Kobex Minerals Inc
KYM.V	Kirrin Resources Inc.
KZN.P.V	Kaizen Capital Corp.
KZX.V	Kazax Minerals Inc
KZZ.V	Nunavik Nickel Mines Ltd
LA.V	Los Andes Copper Limited
LAD.V	New Carolin Gold Corp
LAK.V	Lakeside Minerals Inc
LAN.V	Declan Resources Inc
LAQ.V	La Quinta Resources Corp.
LAR.V	La Ronge Gold Corp
LAT.V	Latin American Minerals Inc
LBK.V	Lifebank Corp.
LC.V	Logan Copper Inc.
LCC.V	Lumina Copper Corp.
LCI.P.V	Lynnwood Capital Inc.
LCO.V	Lagasco Corp.
LDI.V	Landdrill International Inc.
LDM.V	Lago Dourado Minerals Ltd.
LE.V	Lariat Energy Ltd.
LEA.V	Leader Energy Services Ltd.
LEC.V	Lignol Energy Corporation
LED.V	Crs Electronics Inc.
LFD.V	Longford Energy Inc.
LFD.H.V	Longford Energy Inc
LG.V	Lions Gate Energyinc.
LGC.V	Luna Gold Corp.
LGC.WT.V	Luna Gold Corp
LGD.V	Lund Gold Ltd
LGF.V	Laurentian Goldfields Ltd
LGM.V	Lions Gate Metals Inc.
LGN.V	Legend Gold Corp
LGO.V	Largo Resources Ltd.
LGR.V	Logan Resources Ltd
LHC.V	Long Harbour Exploration Corp.
LHR.DB.C.V	Lakeview Hotel Reit 6.50% Debs
LHR.DB.D.V	Lakeview Hotel Reit 8.5% Debs Series D
LHR.UN.V	Lakeview Hotel Real Estate Investment Tr
LI.V	Lithium One Inc.
LIO.V	Lion One Metals Limited
LJ.V	Lucky Minerals Inc.
LK.V	Lakeland Resources Inc
LKW.V	Lakewood Mining Co. Ltd
LKY.V	Lucky Strike Resources Ltd.
LLC.V	Lorraine Copper Corp
LM.V	Lingo Media Corporation
LMD.V	Led Medical Diagnostics Inc
LME.V	Laurion Mineral Exploration Inc.
LMG.V	Lincoln Mining Corporation
LMP.P.V	Pocml 1 Inc
LMR.V	Lomiko Metals Inc.
LN.V	Loncor Resources Inc.
LNE.V	Loon Energy Corporation
LNG.V	Lng Energy Ltd.
LO.V	Lounor Exploration Inc.
LOI.V	Longreach Oil And Gas Limited
LOK.H.V	Look Communications Inc
LOK.K.V	Look Communications Inc Sv
LOM.V	Lornex Capital Inc.
LOT.V	Tomagold Corporation
LOX.V	Lorex Technology Inc
LOY.V	Loyalist Group Limited
LPS.V	Legend Power Systems Inc.
LQD.V	Liquid Nutrition Group Inc
LQD.WT.V	Liquid Nutrition Group Inc
LRA.V	Lara Exploration Ltd
LRL.V	Luxor Industrial Corporation
LSI.V	Lonestar West Inc.
LST.H.V	Landmark Global Financial Corporation
LTH.V	Lithic Resources Ltd
LTV.V	Leonovus Inc
LTX.V	Labrador Tech Inc.
LVH.V	Las Vegas From Home.Com Entertainment In
LVL.V	Lynden Energy Corp.
LWC.V	Leeward Capital Corp
LZR.V	Arius3D Corp
M.V	Mosaic Capital Corporation
M.PR.A.V	Mosaic Capital Corp Pref A
MAC.V	Themac Resources Group Limited
MAD.V	Miranda Gold Corp.
MAE.V	Maritime Resources Corp
MAH.V	Marksmen Energy Inc
MAM.V	Manicouagan Minerals Inc.
MAN.V	Monster Mining Corp
MAO.V	Maudore Minerals Ltd.
MAS.V	Masuparia Gold Corp
MAT.V	Matamec Explorations Inc.
MAU.V	Mexigold Corp
MAZ.H.V	Mazarin Inc Com Npv
MBG.V	Malbex Resources Inc.
MBI.V	Med Biogene Inc.
MBR.V	Mbmi Resources Inc.
MBV.V	Mill Bay Ventures Inc
MC.V	Mill City Gold Corp
MCG.V	Melco China Resorts [Holding] L
MCI.V	First Lithium Resources Inc.
MCK.V	Manson Creek Resources Ltd.
MCM.A.V	Matachewan Consolidated Mines L
MCR.V	Macro Enterprises Inc
MCS.V	Mcchip Resources Inc
MCV.V	Mcvicar Industries Inc
MD.V	Midland Exploration Inc.
MDL.V	Medallion Resources Ltd.
MDO.V	Manado Gold Corp
MDR.V	Mansfield Minerals Inc.
MDV.V	Megastar Development Corp
MDW.V	Midway Gold Corp.
MDX.V	Medx Health Corp.
MEI.V	Manitok Energy Inc.
MEK.V	Metals Creek Resources Corp.
MEN.V	Magnum Energy Inc.
MER.V	Meritus Minerals Ltd.
MES.V	Marauder Resources East Coast Inc.
MEX.V	Midlands Minerals Corp.
MFM.V	Marifil Mines Ltd.
MFS.V	Medifocus Inc
MFX.V	Minfocus Exploration Corp
MGC.V	Midasco Capital Corp
MGG.V	Minaurum Gold Inc.
MGP.V	Mega Precious Metals Inc
MGR.V	Murgor Resources Inc
MGS.V	Musgrove Minerals Corp
MHC.V	Match Capital Resources Corporation
MHI.V	Mineral Hill Industries Inc
MIB.V	Minaean International Corp.
MII.V	Miocene Metals Limited
MIK.V	Matnic Resources Inc
MIN.V	Excelsior Mining Corp
MIO.V	Mindoro Resources Ltd
MIR.V	Medmira Inc
MIT.V	Mint Technology Corp.
MIX.V	Micrex Development Corp
MJJ.P.V	Big Mojo Capital Inc
MJO.V	Mainstream Minerals Corporation
MJS.V	Majestic Gold Corp.
MJX.V	Majescor Resources Inc.
MKA.V	Mkango Resources Ltd
MKI.V	The Medipattern Corp.
MKR.V	Melkior Resources Inc
MKU.V	Mukuba Resources Limited
MLM.V	Millstream Mines Ltd.
MLR.V	Melior Resources Inc
MLR.WT.B.V	Melior Resources Inc Wts B
MMA.V	Midnight Sun Mining Corp
MMG.V	Kenna Capital Corp
MMI.V	Messina Minerals Inc.
MML.V	Menika Mining Ltd [N.P.L.]
MMO.V	Mount Dakota Energy Corp.
MMR.V	Madison Minerals Inc
MMT.V	Mart Resources Inc
MMV.V	Mineral Mountain Resources Ltd.
MMY.V	Monument Mining Limited
MNH.V	Mena Hydrocarbons Inc
MNI.V	Mgold Resources Inc
MNL.V	Monarch Energy Limited
MNM.V	Magellan Minerals Ltd.
MNP.V	Manas Petroleum Corp
MNP.WT.V	Manas Petroleum Corp Wts
MNV.V	Mexivada Mining Corp.
MNX.V	Manitex Capital Inc.
MOA.V	Mountain Lake Resources Inc.
MOB.UN.V	Gt Canada Medical Properties Reit
MOB.WT.V	Gt Canada Medical Prop Reit Wts
MOC.V	Morumbi Oil & Gas Inc
MOE.V	Metropolitan Energy Corp
MOI.P.V	Mincom Capital Inc
MOK.V	Moss Lake Gold Mines Ltd
MOM.V	Miraculins Inc.
MON.V	Montero Mining
MOO.V	Mooncor Oil And Gas Corp
MP.V	Microplanet Technology Corp.
MPE.V	Maple Leaf Reforestation Inc.
MPH.V	Medicure Inc
MPS.V	Mph Ventures Corp.
MQL.V	Marquee Energy Ltd
MQR.V	Monarques Resources Inc
MRK.V	Merc International Minerals Inc.
MRO.V	Millrock Resources Inc.
MRP.V	Mira Resources Corp
MRR.V	Mrrm Inc.
MRV.V	Metallum Resources Inc.
MRZ.V	Mirasol Resources Ltd.
MSA.V	Mesa Exploration Corp
MSC.V	Meridex Software Corporation
MSQ.V	Mosquito Consolidated Gold Mines Limited
MSR.V	Minsud Resources Corp.
MTB.V	Mountain Boy Minerals Ltd.
MTC.V	Metalcorp Ltd.
MTH.V	Mammoth Resources Corp
MTN.V	Martina Minerals Corp
MTO.V	Metanor Res Inc.
MTO.WT.V	Metanor Resources Inc Wt Ex 15M
MTR.P.V	Mantra Capital Inc
MTU.V	Manitou Gold Inc
MTV.V	Multivision Communications Corp
MTX.V	Metalex Ventures Ltd.
MTZ.V	Montana Exploration Corp
MU.V	Monster Uranium Corp.
MUM.V	Mustang Minerals Corp.
MUN.V	Mundoro Capital Inc
MVD.H.V	Mega View Digital Entertainment Corp
MVE.H.V	Marchwell Ventures Ltd
MVN.V	Madalena Ventures Inc.
MVT.V	Maxtech Ventures Inc
MVW.V	Mountainview Energy Ltd.
MWC.V	Medwell Capital Corp
MWX.V	Medworxx Solutions Inc.
MXI.V	Merrex Gold Inc.
MXM.V	Maxim Resources Inc.
MXR.V	Max Res Corp
MXX.V	Matrrix Energy Technologies Inc
MYA.V	Maya Gold & Silver Inc.
MYM.V	Mayen Minerals Ltd.
MZO.V	Mazorro Resources Inc
N.V	Next Gen Metals Inc
NAA.V	Naina Capital Corp
NAG.V	North American Gem Inc.
NAI.V	Northern Abitibi Mng Corp
NAN.V	North American Nickel Inc
NAR.V	North Arrow Minerals Inc.
NAT.V	Naturally Advanced Technologies Inc.
NBR.V	Nubian Resources Ltd
NBU.V	Nebu Resources Inc.
NCE.V	Nesscap Energy Inc
NCG.V	North Country Gold Corp
NCI.V	Ntg Clarity Networks Inc
NCM.V	Newcastle Minerals Ltd
NCO.V	Nuvolt Corporation Inc
NCR.V	Northcore Resources Inc
NCX.V	Northisle Copper And Gold Inc
NDR.V	New Dimension Resources Ltd.
NDX.V	Novadx Ventures Corp.
NE.V	Nextraction Energy Corp
NED.V	New Destiny Mining Corporation
NEE.V	Northern Vertex Capital Corp
NEI.V	Netco Silver Inc
NEO.H.V	Neodym Technologies Inc.
NER.V	Newmac Resources Inc.
NES.V	Newstrike Capital Inc
NET.V	Network Exploration Ltd.
NEV.V	Nevada Sunrise Gold Corporation
NFC.V	Northern Financial Corp.
NFD.A.V	Northfield Capital Corp. Cl.A Rv
NFE.V	Northern Iron Corp
NFK.V	Africa Hydrocarbons Inc
NFR.V	Northern Freegold Resources Ltd.
NFX.V	Nexgen Financial Corporation
NGC.V	Northern Graphite Corporation
NGE.V	Nevada Exploration Inc.
NGG.V	New Guinea Gold Corporation
NGH.V	Nightingale Informatix Corp.
NGM.V	Northern Gold Mining Inc.
NGP.V	Nevada Geothermal Power Inc.
NHG.V	Northampton Group Inc.
NHK.V	Nighthawk Gold Corp
NIK.V	Nikos Explorations Ltd.
NIS.A.V	New Island Resources Inc
NKA.V	Nanika Resources Inc
NKL.V	Prophecy Platinum Corp
NKW.V	Naikun Wind Energy Group Inc.
NL.V	Northern Lion Gold Corp
NMD.V	Nomad Ventures Inc
NME.V	Network Media Group Inc
NMG.V	Noble Metal Group Inc
NMX.V	Nemaska Exploration Inc.
NNA.V	New Nadina Explorations Limited
NNP.V	Newnorth Projects Ltd
NOB.V	Noble Mineral Exploration Inc
NOG.V	Nordic Oil & Gas Ltd.
NOR.V	North Group Finance Limited
NOT.V	Noront Resources Ltd.
NOW.V	Asia Now Resources Corp.
NOX.V	Niogold Mining Corp.
NPA.V	Alphinat Inc.
NPD.V	North American Potash Developments Inc
NQ.V	Northquest Ltd.
NQ.WT.V	Northquest Ltd. Wts
NQE.V	Nq Exploration Inc.
NR.V	Newstrike Resources Ltd.
NRC.V	Nmc Resource Corporation
NRL.P.V	Natan Resources Ltd
NRM.V	Noram Ventures Inc
NRN.V	Northern Shield Resources Inc
NRT.V	Big North Capital Inc
NRZ.H.V	Norzan Enterprises Ltd
NS.V	Northern Spirit Resources Inc.
NSG.H.V	New Sage Energy Corp
NSV.V	New Shoshoni Ventures Ltd.
NSX.V	Nsgold Corporation
NSY.V	Nsx Silver Inc
NTC.V	North American Tungsten Corporation Ltd.
NTC.WT.V	North American Tungsten Corp Lt
NTH.P.V	Northern Aspect Resources Ltd
NTN.V	Newton Energy
NTR.V	Northern Tiger Resources Inc.
NTS.V	Nanotech Security Corp
NTV.V	Northaven Resources Corp
NUG.V	Nulegacy Gold Coporation
NUK.V	North Sea Energy Inc
NVC.V	Neovasc Inc
NVI.V	Novra Technologies Inc.
NVK.V	Novik Inc
NVM.V	Nevada Clean Magnesium Inc
NVS.V	Novus Energy Inc.
NVT.V	Nortec Ventures Corp.
NVX.V	Nv Gold Corporation
NW.V	New World Resources Corp
NWE.V	New West Energy Services Inc
NWG.V	Newton Gold Corp
NWM.V	Nwm Mining Corporation
NWN.V	Nwest Energy Inc
NWT.V	Nwt Uranium Corp.
NWX.V	Newport Exloration Ltd
NXG.V	Nexgenrx Inc
NXI.V	Nxa Inc.
NXT.V	Natcore Technology Inc.
NXX.V	Nordex Explosives Ltd
NZ.V	New Zealand Energy Corp
NZZ.V	Nitinat Minerals Corporation
OAG.V	Oremex Silver Inc
OAK.V	Sheltered Oak Resources Corp.
OAU.V	Oremex Gold Inc
OBI.V	Osta Biotechnologies Inc.
OBN.V	Otterburn Resources Corporation
OCC.V	Oceanside Capital Corp
OCE.V	Open Ec Technologies Inc
OCN.V	Oceanus Resources Corp
OCO.V	Oroco Resource Corp.
OCP.V	Ocean Park Ventures Corp.
ODS.V	Odesia Group Inc.
ODX.V	Odyssey Resources Ltd
OEC.V	Oracle Energy Corp
OGR.V	Oro Mining Ltd.
OK.V	Orko Silver Corp
OKM.P.V	Oakham Capital Corp
OLA.V	Olympic Resources Ltd
OLV.V	Olivut Resources Ltd.
OLY.V	Olympia Financial Group Inc.
OM.V	Onemove Technologies Inc.
OMI.V	Orosur Mining Inc
OML.V	Omni-Lite Industries Canada Inc.
OMM.V	Omineca Mining And Metals Ltd
ONL.V	Online Energy Inc
ONV.V	Oronova Resource Corp
OOI.V	Oil Optimization Inc
OOO.V	Otis Gold Corp.
OPA.V	Opal Energy Corp.
OPG.V	Open Gold Corp
OPL.V	Opel Solar International Inc
OPP.P.V	Petro Occidente Capital Corp
OPS.V	Opsens Inc.
OPW.V	Opawica Explorations Inc
ORC.B.V	Orca Exploration Group Inc. Cl B
ORI.V	Organic Resource Management Inc.
ORN.V	Orsa Ventures Corp.
ORO.V	New Oroperu Resources Inc.
ORR.V	Orofino Minerals Inc
ORS.V	Orestone Mining Corp.
OSI.V	Osi Geospatial Inc
OTS.V	Cdn Oilfield Technologies Solutions Corp
OVD.V	Overlord Capital Ltd
OVT.V	Oculus Visiontech Inc
OVX.H.V	Oculus Ventures Corporation
OX.V	Orex Exploration Inc.
OYL.V	Cgx Energy Inc.
PAD.V	Parta Dialogue Inc
PAK.V	Pacific Coal Resources Ltd
PAK.WT.V	Pacific Coal Resources Wts
PAL.V	Parallel Mining Corp
PAU.V	Papuan Precious Metals Corp
PAV.V	Pacific Arc Resources Ltd Com
PAW.V	Pacific Wildcat Resources Corp.
PBA.H.V	Petro Basin Energy Corp
PBM.V	Pacific Bay Minerals Ltd
PBS.V	Pacgen Life Science Corporation
PBX.V	International Pbx Ventures Ltd.
PCG.H.V	Petrocorp Group Inc
PCK.V	Poplar Creek Resource Inc
PCO.V	Phoenix Canada Oil Company Limi
PCP.V	Plains Creek Phosphate Corporation
PCQ.V	Petrolympic Ltd.
PCR.V	Pinecrest Resources Ltd
PCS.V	Platinum Communications Corp.
PCT.V	Prima Colombia Hardwood Inc
PCT.WT.V	Prima Columbia Hardwood Inc
PCV.V	Pacific Cascade Minerals Inc
PDE.H.V	Palo Duro Energy Inc
PDG.V	Prodigy Gold Inc.
PDQ.V	Petrodorado Energy Ltd
PEA.V	Petrolia Inc.
PEB.V	Pebble Creek Mining Ltd.
PEC.V	Porto Energy Corp
PED.H.V	Pedro Resources Ltd
PEH.V	Primeline Energy Holdings Inc.
PEM.V	Premium Exploration Inc.
PEN.V	Pennant Energy Inc
PEO.V	People Corporation
PEP.V	Petrostar Petroleum Corp
PER.V	Petro-Reef Resources Ltd
PET.V	Peat Resources Ltd.
PEV.V	Pure Energy Visions Corporation
PEX.V	Pacific Ridge Exploration Ltd.
PFC.V	Petrofrontier Corp.
PFI.V	Petroforte International Ltd
PGA.V	Pacgen Biopharmaceuticals Corpo
PGB.V	Petroglobe Inc
PGC.V	Plato Gold Corp
PGK.V	Png Gold Corporation
PGN.V	Paragon Pharmacies Limited
PGR.V	Paragon Minerals Corp.
PGS.V	Paget Minerals Corp.
PGX.H.V	Prosper Gold Corp
PGZ.V	Pan Global Resources Inc.
PHI.V	Philippine Metals Inc
PHM.V	Patient Home Monitoring Corp
PHN.V	Phoenix Oilfield Hauling Inc.
PHO.V	Photon Control Inc
PI.V	Paris Energy Inc.
PIA.P.V	Pacepartners Inc
PIE.V	Primary Petroleum Corporation
PIT.V	Pitchblack Resources Ltd
PJX.V	Pjx Resources Inc
